RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,CLTUR_ART_VIEWNG_INTRST_DGREE_VALUE,CLTUR_ART_ACT_INTRST_DGREE_VALUE,SPORTS_VIEWNG_INTRST_DGREE_VALUE,SPORTS_ACT_INTRST_DGREE_VALUE,TURSM_TOUR_INTRST_DGREE_VALUE,RCRT_REST_INTRST_DGREE_VALUE,SELF_IMPT_SELF_MANAGE_INTRST_DGREE_VALUE,SCT_EXCHG_INTRST_DGREE_VALUE
117647,20211103,F,30대,울산광역시,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다
120888,20211103,F,30대,경기도,300이상500만원 미만,매우 작아졌다,매우 작아졌다,비슷하다,매우 작아졌다,매우 작아졌다,비슷하다,비슷하다,매우 작아졌다
125381,20211103,M,50대,전라북도,300만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다
126943,20211103,M,60대,강원도,300만원 미만,조금 커졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다
133603,20211103,M,50대,대구광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다
138167,20211103,M,30대,인천광역시,300만원 미만,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
139540,20211103,M,40대,경상북도,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,조금 작아졌다,매우 작아졌다,조금 작아졌다
140695,20211103,M,40대,부산광역시,300이상500만원 미만,매우 작아졌다,조금 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 작아졌다
140966,20211103,M,30대,경상남도,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다
141044,20211103,M,60대,경상북도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
142632,20211103,M,50대,전라남도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
144231,20211103,M,50대,인천광역시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다
144653,20211103,M,40대,경상남도,700만원 이상,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
150062,20211103,M,40대,서울특별시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
153429,20211103,F,60대,충청북도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
153762,20211103,F,60대,충청남도,300이상500만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다,비슷하다
161306,20211103,M,40대,경기도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
161432,20211103,M,50대,경기도,500이상700만원 미만,비슷하다,비슷하다,매우 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다
162143,20211103,F,30대,서울특별시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 작아졌다
164675,20211103,M,50대,대전광역시,700만원 이상,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
168002,20211103,F,50대,대구광역시,500이상700만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다
168304,20211103,F,50대,광주광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
175290,20211103,M,40대,대전광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
179408,20211103,M,20대,경기도,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,매우 커졌다,매우 커졌다,조금 커졌다,비슷하다
180667,20211103,F,30대,충청북도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다
184188,20211103,F,30대,경기도,300만원 미만,조금 커졌다,조금 커졌다,매우 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다
185385,20211103,F,30대,서울특별시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다
188418,20211103,M,50대,부산광역시,300이상500만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
193954,20211103,F,50대,경기도,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 작아졌다
196740,20211103,F,20대,울산광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
198418,20211103,M,60대,충청남도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
198748,20211103,M,30대,서울특별시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,비슷하다
199806,20211103,F,60대,대전광역시,300이상500만원 미만,비슷하다,조금 커졌다,비슷하다,비슷하다,매우 작아졌다,비슷하다,조금 커졌다,매우 작아졌다
199985,20211103,M,40대,경상남도,300이상500만원 미만,조금 작아졌다,조금 커졌다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
199992,20211103,M,30대,서울특별시,700만원 이상,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다
201907,20211103,M,50대,경상남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,매우 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
202769,20211103,F,50대,서울특별시,500이상700만원 미만,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,매우 커졌다,매우 커졌다,조금 커졌다,비슷하다
206911,20211103,M,50대,인천광역시,300이상500만원 미만,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
207258,20211103,M,50대,충청북도,700만원 이상,매우 작아졌다,매우 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다
207919,20211103,F,30대,경기도,700만원 이상,조금 커졌다,조금 커졌다,조금 작아졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 작아졌다
208238,20211103,F,50대,경기도,700만원 이상,매우 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,비슷하다,조금 커졌다,조금 커졌다
208597,20211103,F,50대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
214604,20211103,M,20대,서울특별시,300만원 미만,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
215442,20211103,F,20대,광주광역시,300만원 미만,조금 커졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다
215964,20211103,F,20대,경기도,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다
218212,20211103,M,20대,서울특별시,300만원 미만,조금 커졌다,매우 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
219741,20211103,F,50대,강원도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,매우 작아졌다,비슷하다,매우 작아졌다,조금 커졌다,조금 커졌다,조금 작아졌다
223426,20211103,M,30대,서울특별시,500이상700만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
223613,20211103,F,40대,경기도,700만원 이상,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다
226801,20211103,F,40대,서울특별시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
228695,20211103,F,40대,경상북도,300이상500만원 미만,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다
231967,20211103,F,40대,경상남도,300만원 미만,매우 커졌다,매우 커졌다,비슷하다,조금 커졌다,조금 작아졌다,비슷하다,매우 커졌다,조금 작아졌다
232103,20211103,F,40대,강원도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다
233019,20211103,M,20대,경기도,700만원 이상,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 작아졌다,조금 작아졌다
237907,20211103,F,30대,부산광역시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
244150,20211103,M,30대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
245776,20211103,M,40대,대구광역시,300이상500만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,비슷하다,매우 작아졌다
248101,20211103,M,40대,충청북도,700만원 이상,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
251870,20211103,M,30대,경상남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
252296,20211103,F,50대,경기도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다
252656,20211103,M,40대,경기도,300이상500만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
256326,20211103,M,30대,경기도,300이상500만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다
258765,20211103,M,40대,경상북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
259287,20211103,F,40대,부산광역시,300이상500만원 미만,매우 커졌다,조금 커졌다,비슷하다,조금 커졌다,매우 커졌다,비슷하다,조금 커졌다,비슷하다
259310,20211103,F,50대,경기도,700만원 이상,비슷하다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
262864,20211103,F,30대,경기도,300이상500만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다
263437,20211103,M,40대,충청북도,500이상700만원 미만,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다
263918,20211103,F,40대,전라북도,500이상700만원 미만,비슷하다,매우 작아졌다,매우 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
263982,20211103,F,40대,인천광역시,300이상500만원 미만,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
268069,20211103,F,20대,대전광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
268187,20211103,F,30대,경기도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다
273003,20211103,F,30대,경기도,700만원 이상,매우 커졌다,매우 커졌다,비슷하다,조금 커졌다,매우 커졌다,조금 커졌다,매우 커졌다,조금 커졌다
275637,20211103,M,60대,부산광역시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 작아졌다,조금 작아졌다
276128,20211103,M,50대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
276195,20211103,M,40대,인천광역시,300만원 미만,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다
277063,20211103,M,60대,충청북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다
278084,20211103,F,20대,울산광역시,500이상700만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
280768,20211103,F,30대,광주광역시,300만원 미만,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
284124,20211103,M,40대,경기도,300만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다
285762,20211103,M,40대,서울특별시,300만원 미만,비슷하다,조금 커졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
295009,20211103,M,50대,경기도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,조금 작아졌다
295016,20211103,M,60대,대전광역시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,조금 작아졌다,비슷하다,비슷하다
295105,20211103,M,40대,충청남도,300만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다
297064,20211103,M,40대,대구광역시,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
297980,20211103,M,40대,경기도,700만원 이상,매우 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
298051,20211103,F,60대,서울특별시,300만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
299339,20211103,M,50대,경상남도,700만원 이상,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 커졌다,비슷하다,비슷하다
299665,20211103,F,60대,광주광역시,500이상700만원 미만,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다
304079,20211103,M,50대,강원도,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 작아졌다,조금 작아졌다
304099,20211103,M,50대,충청남도,300이상500만원 미만,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
307522,20211103,F,40대,전라북도,300이상500만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
308707,20211103,F,40대,부산광역시,500이상700만원 미만,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다
310191,20211103,F,30대,경기도,300이상500만원 미만,비슷하다,조금 커졌다,조금 커졌다,비슷하다,매우 커졌다,비슷하다,조금 커졌다,비슷하다
310303,20211103,F,50대,경기도,500이상700만원 미만,조금 커졌다,매우 작아졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,비슷하다,조금 작아졌다
