RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,CLTUR_ART_VIEWNG_INTRST_DGREE_VALUE,CLTUR_ART_ACT_INTRST_DGREE_VALUE,SPORTS_VIEWNG_INTRST_DGREE_VALUE,SPORTS_ACT_INTRST_DGREE_VALUE,TURSM_TOUR_INTRST_DGREE_VALUE,RCRT_REST_INTRST_DGREE_VALUE,SELF_IMPT_SELF_MANAGE_INTRST_DGREE_VALUE,SCT_EXCHG_INTRST_DGREE_VALUE
53337670,20231108,F,50대,경기도,500이상700만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53337707,20231108,F,20대,서울특별시,무응답,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다
53337897,20231108,M,30대,서울특별시,500이상700만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다
53337963,20231108,F,30대,광주광역시,300이상500만원 미만,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53338063,20231108,F,60대,경기도,700만원 이상,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53338121,20231108,M,60대,광주광역시,300이상500만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53338328,20231108,F,50대,전라북도,500이상700만원 미만,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 작아졌다,조금 커졌다
53338445,20231108,F,30대,경상남도,700만원 이상,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53338543,20231108,M,30대,경기도,300이상500만원 미만,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53338636,20231108,F,50대,대전광역시,700만원 이상,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 작아졌다,조금 커졌다
53338697,20231108,M,30대,경기도,700만원 이상,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53338870,20231108,M,30대,전라북도,300이상500만원 미만,조금 작아졌다,매우 작아졌다,조금 커졌다,매우 커졌다,매우 커졌다,조금 커졌다,비슷하다,매우 작아졌다
53338889,20231108,M,60대,경상북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다
53338924,20231108,F,40대,서울특별시,700만원 이상,비슷하다,조금 작아졌다,매우 작아졌다,조금 작아졌다,조금 커졌다,매우 작아졌다,비슷하다,조금 작아졌다
53338954,20231108,F,40대,강원도,300만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53338967,20231108,F,30대,대전광역시,700만원 이상,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,비슷하다,조금 커졌다
53338979,20231108,M,50대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53338992,20231108,M,50대,서울특별시,700만원 이상,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53339221,20231108,F,50대,경기도,300이상500만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
53339253,20231108,F,30대,대전광역시,300만원 미만,조금 커졌다,매우 커졌다,조금 작아졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,매우 커졌다
53339319,20231108,F,60대,인천광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53339347,20231108,M,50대,경기도,500이상700만원 미만,비슷하다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다
53339489,20231108,M,40대,경기도,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53339674,20231108,M,50대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 작아졌다
53339844,20231108,M,50대,경기도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,비슷하다
53339845,20231108,F,50대,경상남도,700만원 이상,비슷하다,매우 작아졌다,조금 작아졌다,조금 작아졌다,매우 커졌다,비슷하다,조금 작아졌다,비슷하다
53340027,20231108,F,50대,서울특별시,300만원 미만,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,매우 작아졌다,매우 작아졌다,비슷하다,비슷하다
53340305,20231108,F,20대,광주광역시,300만원 미만,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 작아졌다
53340437,20231108,M,50대,경기도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다
53340534,20231108,F,50대,경기도,500이상700만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53340588,20231108,F,50대,경기도,500이상700만원 미만,비슷하다,조금 커졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다
53340644,20231108,M,50대,부산광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53340751,20231108,M,30대,경상북도,300만원 미만,매우 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다
53340827,20231108,M,30대,경상남도,300이상500만원 미만,조금 커졌다,조금 작아졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 작아졌다
53340870,20231108,M,40대,경기도,300만원 미만,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다
53340895,20231108,F,60대,전라북도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,비슷하다,조금 커졌다
53340918,20231108,F,40대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,매우 커졌다,비슷하다
53340971,20231108,M,30대,경기도,300이상500만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,매우 작아졌다
53341134,20231108,F,50대,충청남도,300만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53341160,20231108,M,60대,서울특별시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다,조금 작아졌다
53341341,20231108,F,30대,전라남도,500이상700만원 미만,비슷하다,조금 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다
53341440,20231108,M,50대,경상북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53341684,20231108,M,50대,부산광역시,300만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53341716,20231108,M,50대,경상남도,700만원 이상,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다
53341865,20231108,M,20대,서울특별시,300만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다
53341910,20231108,F,50대,제주특별자치도,500이상700만원 미만,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53341913,20231108,F,40대,서울특별시,700만원 이상,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다
53342341,20231108,F,50대,대전광역시,700만원 이상,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다,매우 커졌다
53342533,20231108,M,40대,서울특별시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,조금 작아졌다
53342541,20231108,M,50대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,매우 작아졌다,비슷하다,비슷하다,매우 작아졌다
53342553,20231108,F,30대,경기도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다
53342562,20231108,M,50대,경상남도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다
53342590,20231108,M,60대,경상남도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,조금 작아졌다
53342793,20231108,F,60대,서울특별시,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다
53342908,20231108,F,50대,경기도,700만원 이상,매우 커졌다,매우 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,조금 커졌다,매우 커졌다
53342930,20231108,M,60대,광주광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53342984,20231108,F,30대,서울특별시,500이상700만원 미만,조금 작아졌다,조금 작아졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 작아졌다,조금 작아졌다
53342993,20231108,M,30대,경상북도,500이상700만원 미만,비슷하다,비슷하다,매우 작아졌다,비슷하다,매우 커졌다,비슷하다,비슷하다,조금 커졌다
53343070,20231108,F,20대,대구광역시,700만원 이상,매우 커졌다,조금 커졌다,비슷하다,매우 커졌다,매우 커졌다,조금 커졌다,매우 커졌다,비슷하다
53343194,20231108,F,30대,전라남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 작아졌다
53343229,20231108,M,60대,광주광역시,300만원 미만,비슷하다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53343258,20231108,M,50대,강원도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53343405,20231108,F,20대,대구광역시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53343440,20231108,M,40대,세종특별자치시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다
53343449,20231108,M,20대,제주특별자치도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53343561,20231108,M,60대,경기도,300이상500만원 미만,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53343659,20231108,M,30대,전라북도,무응답,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53343901,20231108,M,40대,경기도,300이상500만원 미만,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,매우 작아졌다
53343984,20231108,M,30대,서울특별시,무응답,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53344034,20231108,M,60대,강원도,300만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53344082,20231108,M,40대,부산광역시,700만원 이상,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,매우 커졌다,비슷하다,조금 커졌다,조금 커졌다
53344138,20231108,F,30대,경상북도,500이상700만원 미만,조금 커졌다,비슷하다,조금 작아졌다,조금 커졌다,매우 커졌다,매우 커졌다,조금 작아졌다,매우 작아졌다
53344199,20231108,M,50대,충청남도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다
53344203,20231108,M,60대,경기도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,매우 커졌다,비슷하다,조금 커졌다,매우 커졌다
53344207,20231108,F,30대,울산광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53344413,20231108,M,60대,경기도,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다
53344538,20231108,M,50대,충청남도,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
53344808,20231108,M,50대,서울특별시,700만원 이상,조금 커졌다,비슷하다,매우 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53344867,20231108,F,40대,경기도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다
53344884,20231108,M,60대,서울특별시,300만원 미만,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다
53344991,20231108,F,30대,서울특별시,300만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,조금 작아졌다,조금 작아졌다
53345019,20231108,F,50대,강원도,500이상700만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다
53345297,20231108,M,30대,경기도,300이상500만원 미만,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다
53345405,20231108,M,50대,인천광역시,300만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53345432,20231108,M,30대,경기도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
53345543,20231108,F,60대,경기도,700만원 이상,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53345647,20231108,M,40대,전라남도,700만원 이상,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,비슷하다
53345764,20231108,M,30대,인천광역시,300이상500만원 미만,매우 작아졌다,매우 작아졌다,조금 작아졌다,매우 작아졌다,비슷하다,비슷하다,매우 작아졌다,매우 작아졌다
53345850,20231108,F,50대,부산광역시,700만원 이상,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,비슷하다
53345928,20231108,F,60대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다
53346123,20231108,F,50대,인천광역시,300이상500만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53346241,20231108,M,50대,경기도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다
53346545,20231108,M,30대,제주특별자치도,300이상500만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
53346693,20231108,M,30대,충청북도,700만원 이상,조금 커졌다,매우 커졌다,조금 작아졌다,조금 커졌다,매우 커졌다,매우 커졌다,조금 작아졌다,비슷하다
53346725,20231108,F,30대,경기도,무응답,매우 커졌다,매우 커졌다,매우 작아졌다,매우 작아졌다,매우 커졌다,비슷하다,매우 커졌다,비슷하다
53346883,20231108,F,50대,경상북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53346975,20231108,F,50대,경기도,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
53346997,20231108,F,40대,전라남도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다
53347007,20231108,F,50대,대구광역시,300만원 미만,조금 커졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,매우 커졌다,조금 커졌다,조금 작아졌다,매우 작아졌다
53347123,20231108,M,30대,충청북도,300이상500만원 미만,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다
53347124,20231108,M,30대,부산광역시,300만원 미만,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53347238,20231108,M,50대,충청북도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53347390,20231108,F,50대,울산광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다
53347396,20231108,M,40대,경기도,700만원 이상,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53347477,20231108,F,30대,대구광역시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다
53347863,20231108,F,40대,서울특별시,700만원 이상,조금 커졌다,매우 커졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,매우 커졌다,비슷하다,비슷하다
53347880,20231108,M,40대,제주특별자치도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53347881,20231108,F,20대,서울특별시,500이상700만원 미만,조금 커졌다,비슷하다,조금 작아졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다
53347884,20231108,F,60대,서울특별시,500이상700만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53347968,20231108,M,50대,부산광역시,300만원 미만,매우 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다
53347981,20231108,M,30대,부산광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53348015,20231108,F,40대,경기도,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 작아졌다
53348215,20231108,F,40대,서울특별시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
53348221,20231108,F,30대,대구광역시,무응답,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53348253,20231108,F,60대,경상북도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53348358,20231108,F,20대,부산광역시,무응답,비슷하다,조금 작아졌다,매우 작아졌다,조금 커졌다,매우 커졌다,비슷하다,비슷하다,매우 작아졌다
53348419,20231108,F,30대,경기도,300이상500만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,매우 커졌다,매우 커졌다,조금 커졌다,매우 커졌다,조금 커졌다
53348555,20231108,F,40대,서울특별시,500이상700만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53348559,20231108,M,40대,서울특별시,300이상500만원 미만,매우 커졌다,매우 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,매우 커졌다,매우 작아졌다
53348890,20231108,F,20대,서울특별시,300이상500만원 미만,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,매우 커졌다,조금 작아졌다
53348946,20231108,M,50대,경상남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 작아졌다
53349009,20231108,F,50대,서울특별시,700만원 이상,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다
53349024,20231108,M,40대,경상남도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53349132,20231108,M,60대,전라북도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다
53349211,20231108,F,50대,충청북도,300이상500만원 미만,조금 작아졌다,매우 작아졌다,조금 작아졌다,매우 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,매우 작아졌다
53349218,20231108,F,20대,서울특별시,무응답,비슷하다,조금 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,조금 커졌다,매우 커졌다,매우 작아졌다
53349538,20231108,F,50대,경상남도,300만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다
53349618,20231108,M,40대,대구광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다
53349707,20231108,F,30대,대구광역시,700만원 이상,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,매우 커졌다,비슷하다,조금 커졌다,비슷하다
53349747,20231108,F,40대,인천광역시,300만원 미만,조금 커졌다,비슷하다,매우 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53349835,20231108,F,40대,전라북도,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53349848,20231108,M,60대,부산광역시,300만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53349943,20231108,F,50대,서울특별시,700만원 이상,비슷하다,비슷하다,비슷하다,매우 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53350111,20231108,F,20대,광주광역시,무응답,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
53350174,20231108,M,30대,부산광역시,300이상500만원 미만,매우 작아졌다,매우 작아졌다,비슷하다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53350352,20231108,M,30대,울산광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53350400,20231108,M,40대,경기도,300이상500만원 미만,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
53350434,20231108,F,60대,대구광역시,300만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 커졌다
53350446,20231108,F,60대,경상남도,300이상500만원 미만,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다
53350649,20231108,F,60대,서울특별시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다
53350791,20231108,M,60대,충청남도,500이상700만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다
53350797,20231108,M,30대,경기도,700만원 이상,조금 커졌다,조금 커졌다,비슷하다,비슷하다,매우 커졌다,조금 커졌다,비슷하다,조금 커졌다
53351557,20231108,M,60대,충청북도,300만원 미만,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 커졌다
53351616,20231108,M,60대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53351675,20231108,F,60대,대전광역시,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다
53351759,20231108,F,40대,강원도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53351891,20231108,F,60대,경기도,300만원 미만,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
53351893,20231108,F,60대,전라북도,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53351971,20231108,M,30대,울산광역시,300이상500만원 미만,조금 작아졌다,매우 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,조금 커졌다
53352074,20231108,M,60대,경기도,500이상700만원 미만,조금 작아졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,매우 작아졌다,비슷하다
53352129,20231108,F,50대,전라북도,700만원 이상,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53352233,20231108,M,30대,서울특별시,700만원 이상,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,매우 커졌다,조금 커졌다,조금 커졌다,비슷하다
53352431,20231108,M,40대,인천광역시,700만원 이상,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53352561,20231108,F,40대,경상북도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53352624,20231108,F,60대,경기도,300만원 미만,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53352672,20231108,F,60대,대전광역시,300만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53352733,20231108,F,20대,부산광역시,700만원 이상,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다,조금 커졌다
53353138,20231108,F,40대,대구광역시,300만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,조금 작아졌다,매우 작아졌다,비슷하다
53353172,20231108,M,60대,인천광역시,700만원 이상,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,비슷하다,조금 작아졌다,비슷하다
53353196,20231108,F,40대,서울특별시,700만원 이상,매우 작아졌다,조금 작아졌다,비슷하다,매우 커졌다,비슷하다,비슷하다,비슷하다,비슷하다
53353502,20231108,M,30대,경기도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
