RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,CLTUR_ART_VIEWNG_INTRST_DGREE_VALUE,CLTUR_ART_ACT_INTRST_DGREE_VALUE,SPORTS_VIEWNG_INTRST_DGREE_VALUE,SPORTS_ACT_INTRST_DGREE_VALUE,TURSM_TOUR_INTRST_DGREE_VALUE,RCRT_REST_INTRST_DGREE_VALUE,SELF_IMPT_SELF_MANAGE_INTRST_DGREE_VALUE,SCT_EXCHG_INTRST_DGREE_VALUE
53327446,20231108,M,30대,대구광역시,300만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53327488,20231108,M,40대,경기도,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53327640,20231108,M,30대,충청남도,500이상700만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다
53327738,20231108,F,30대,세종특별자치시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
53327774,20231108,F,60대,경상남도,300만원 미만,조금 커졌다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
53327873,20231108,F,40대,부산광역시,500이상700만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53327925,20231108,F,20대,경상남도,무응답,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53328000,20231108,F,20대,전라남도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53328139,20231108,F,30대,경상남도,300만원 미만,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다
53328298,20231108,M,30대,경상북도,300이상500만원 미만,조금 커졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53328474,20231108,M,40대,경기도,500이상700만원 미만,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,매우 커졌다,비슷하다,매우 커졌다,조금 커졌다
53328576,20231108,F,50대,경상남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53328690,20231108,M,30대,경기도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53329095,20231108,F,30대,전라북도,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
53329133,20231108,M,60대,경상북도,300만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다
53329167,20231108,M,50대,제주특별자치도,700만원 이상,조금 커졌다,조금 커졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,매우 커졌다,매우 작아졌다
53329261,20231108,F,20대,대구광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,매우 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53329284,20231108,F,30대,충청북도,700만원 이상,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,비슷하다,조금 작아졌다
53329630,20231108,M,30대,부산광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53329719,20231108,M,30대,전라북도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 작아졌다,조금 커졌다,비슷하다,비슷하다
53329738,20231108,F,50대,경기도,700만원 이상,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 커졌다
53329857,20231108,M,60대,충청북도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,비슷하다
53329901,20231108,F,50대,광주광역시,300만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,비슷하다
53330120,20231108,F,20대,대구광역시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53330387,20231108,M,30대,세종특별자치시,700만원 이상,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 작아졌다
53330469,20231108,F,30대,경기도,300이상500만원 미만,비슷하다,매우 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,매우 작아졌다
53330843,20231108,M,40대,경기도,700만원 이상,조금 작아졌다,매우 작아졌다,조금 커졌다,조금 커졌다,비슷하다,매우 커졌다,조금 작아졌다,매우 작아졌다
53330873,20231108,M,40대,경상남도,300만원 미만,비슷하다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,조금 작아졌다,조금 작아졌다
53330877,20231108,M,40대,광주광역시,300이상500만원 미만,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53330975,20231108,F,50대,부산광역시,700만원 이상,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53331233,20231108,F,30대,경상남도,300만원 미만,조금 작아졌다,조금 커졌다,비슷하다,조금 커졌다,매우 커졌다,조금 커졌다,조금 커졌다,매우 작아졌다
53331313,20231108,M,60대,대전광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53331371,20231108,M,20대,경기도,500이상700만원 미만,조금 작아졌다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53331938,20231108,M,40대,충청북도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53332004,20231108,F,50대,경상북도,700만원 이상,조금 작아졌다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다
53332100,20231108,F,60대,부산광역시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53332149,20231108,F,30대,부산광역시,300만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53332197,20231108,F,60대,인천광역시,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53332564,20231108,F,50대,경기도,500이상700만원 미만,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다
53332589,20231108,M,50대,경기도,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,매우 작아졌다,비슷하다,비슷하다,조금 작아졌다
53332590,20231108,F,50대,경상북도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다
53332693,20231108,F,50대,인천광역시,300이상500만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53332723,20231108,F,50대,경기도,700만원 이상,비슷하다,매우 작아졌다,매우 작아졌다,매우 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다
53332726,20231108,M,50대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다
53332793,20231108,F,30대,강원도,300만원 미만,비슷하다,비슷하다,매우 작아졌다,조금 커졌다,비슷하다,매우 커졌다,비슷하다,매우 작아졌다
53332821,20231108,M,30대,부산광역시,500이상700만원 미만,조금 커졌다,조금 커졌다,조금 커졌다,매우 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다
53332832,20231108,F,40대,부산광역시,300이상500만원 미만,매우 커졌다,조금 커졌다,조금 커졌다,비슷하다,매우 커졌다,조금 커졌다,비슷하다,비슷하다
53332880,20231108,F,50대,울산광역시,300이상500만원 미만,비슷하다,조금 작아졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53333049,20231108,M,50대,경기도,500이상700만원 미만,조금 작아졌다,매우 작아졌다,비슷하다,조금 커졌다,조금 작아졌다,비슷하다,매우 작아졌다,매우 작아졌다
53333127,20231108,M,60대,경기도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53333386,20231108,F,30대,서울특별시,무응답,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53333862,20231108,M,50대,경기도,700만원 이상,조금 커졌다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53333899,20231108,M,50대,인천광역시,700만원 이상,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다
53334043,20231108,M,50대,충청남도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다
53334096,20231108,M,40대,전라남도,300이상500만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 작아졌다,비슷하다
53334128,20231108,F,40대,서울특별시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,조금 작아졌다
53334240,20231108,F,50대,경상북도,500이상700만원 미만,조금 작아졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다
53334510,20231108,M,50대,인천광역시,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53334644,20231108,F,30대,부산광역시,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53334789,20231108,F,50대,경기도,300만원 미만,비슷하다,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,매우 작아졌다,매우 커졌다,매우 작아졌다
53334861,20231108,F,30대,전라북도,300만원 미만,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다
53334962,20231108,F,30대,서울특별시,700만원 이상,조금 커졌다,조금 커졌다,조금 작아졌다,비슷하다,매우 커졌다,비슷하다,조금 커졌다,비슷하다
53335208,20231108,F,50대,경상북도,300이상500만원 미만,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다
53335378,20231108,F,60대,전라북도,300만원 미만,매우 커졌다,조금 작아졌다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,비슷하다
53335721,20231108,M,30대,경기도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53335878,20231108,F,60대,경기도,700만원 이상,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다,비슷하다,비슷하다
53335930,20231108,F,60대,경상남도,300만원 미만,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다
53335984,20231108,M,50대,경기도,300만원 미만,조금 작아졌다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다,비슷하다,비슷하다,조금 작아졌다
53336063,20231108,F,40대,부산광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53336107,20231108,M,60대,경기도,500이상700만원 미만,조금 작아졌다,조금 작아졌다,조금 커졌다,조금 커졌다,조금 커졌다,조금 작아졌다,조금 작아졌다,조금 커졌다
53336187,20231108,F,40대,강원도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53336548,20231108,M,30대,서울특별시,300이상500만원 미만,조금 커졌다,비슷하다,비슷하다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53336844,20231108,M,40대,경상남도,500이상700만원 미만,비슷하다,비슷하다,비슷하다,조금 커졌다,매우 커졌다,매우 커졌다,조금 커졌다,조금 커졌다
53336954,20231108,F,60대,전라남도,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 커졌다
53337084,20231108,M,40대,서울특별시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 작아졌다,매우 작아졌다
53337128,20231108,F,40대,서울특별시,700만원 이상,조금 커졌다,조금 커졌다,비슷하다,조금 커졌다,조금 커졌다,조금 커졌다,조금 커졌다,비슷하다
53337129,20231108,M,50대,경기도,300만원 미만,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,매우 작아졌다,조금 커졌다,비슷하다,비슷하다
53337137,20231108,F,40대,울산광역시,300만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다
53337329,20231108,F,50대,대전광역시,300이상500만원 미만,조금 커졌다,비슷하다,비슷하다,조금 커졌다,매우 커졌다,비슷하다,비슷하다,조금 커졌다
53337455,20231108,F,60대,경기도,700만원 이상,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다
53337471,20231108,F,20대,경기도,500이상700만원 미만,비슷하다,비슷하다,조금 커졌다,비슷하다,조금 커졌다,비슷하다,비슷하다,조금 작아졌다
53337537,20231108,F,50대,광주광역시,300이상500만원 미만,조금 작아졌다,조금 작아졌다,매우 작아졌다,매우 작아졌다,비슷하다,비슷하다,매우 작아졌다,비슷하다
53337570,20231108,F,40대,대전광역시,500이상700만원 미만,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,비슷하다,조금 커졌다,비슷하다
