RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,CLTUR_ART_VIEWNG_INTRST_DGREE_VALUE,CLTUR_ART_ACT_INTRST_DGREE_VALUE,SPORTS_VIEWNG_INTRST_DGREE_VALUE,SPORTS_ACT_INTRST_DGREE_VALUE,TURSM_TOUR_INTRST_DGREE_VALUE,RCRT_REST_INTRST_DGREE_VALUE,SELF_IMPT_SELF_MANAGE_INTRST_DGREE_VALUE,SCT_EXCHG_INTRST_DGREE_VALUE
"53330941","20241106","F","50대","전라북도","700만원 이상","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53330984","20241106","M","20대","서울특별시","500이상700만원 미만","조금 커졌다","비슷하다","매우 작아졌다","조금 커졌다","매우 작아졌다","조금 커졌다","조금 커졌다","비슷하다"
"53331012","20241106","M","60대","부산광역시","500이상700만원 미만","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53331294","20241106","M","50대","인천광역시","500이상700만원 미만","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","비슷하다"
"53331425","20241106","F","40대","서울특별시","500이상700만원 미만","비슷하다","비슷하다","조금 작아졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 작아졌다","조금 작아졌다"
"53331490","20241106","F","60대","경기도","무응답","조금 작아졌다","매우 작아졌다","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53331566","20241106","M","30대","부산광역시","700만원 이상","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다"
"53331812","20241106","F","60대","서울특별시","300만원 미만","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","매우 커졌다","조금 커졌다"
"53331841","20241106","M","60대","광주광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53331969","20241106","M","60대","경상남도","300만원 미만","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","매우 작아졌다","조금 작아졌다"
"53332091","20241106","M","30대","경기도","300이상500만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다","비슷하다"
"53332190","20241106","M","40대","강원도","300이상500만원 미만","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다"
"53332344","20241106","M","60대","부산광역시","무응답","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다"
"53332371","20241106","F","50대","경기도","무응답","매우 작아졌다","매우 작아졌다","매우 작아졌다","조금 작아졌다","매우 작아졌다","비슷하다","비슷하다","비슷하다"
"53332463","20241106","M","60대","경기도","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53332638","20241106","F","50대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53332658","20241106","M","60대","경상남도","무응답","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","조금 작아졌다","조금 커졌다","조금 작아졌다","비슷하다"
"53332789","20241106","F","60대","광주광역시","500이상700만원 미만","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다"
"53332800","20241106","M","20대","인천광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다"
"53332869","20241106","F","60대","경기도","700만원 이상","조금 작아졌다","매우 작아졌다","조금 작아졌다","조금 작아졌다","조금 커졌다","조금 작아졌다","매우 작아졌다","조금 작아졌다"
"53333028","20241106","F","60대","경상남도","300이상500만원 미만","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","매우 커졌다","비슷하다","비슷하다","비슷하다"
"53333040","20241106","M","40대","인천광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53333074","20241106","F","20대","경상북도","무응답","조금 커졌다","비슷하다","매우 커졌다","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다"
"53333133","20241106","F","60대","전라북도","무응답","비슷하다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다"
"53333428","20241106","F","50대","경기도","300만원 미만","조금 커졌다","매우 커졌다","비슷하다","비슷하다","비슷하다","비슷하다","매우 커졌다","비슷하다"
"53333513","20241106","F","60대","경기도","무응답","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53333760","20241106","F","30대","경기도","무응답","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다"
"53333798","20241106","F","60대","서울특별시","300이상500만원 미만","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53333871","20241106","M","30대","대구광역시","300이상500만원 미만","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다","조금 커졌다","비슷하다","비슷하다"
"53333896","20241106","F","50대","제주특별자치도","무응답","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","비슷하다"
"53333915","20241106","F","60대","인천광역시","700만원 이상","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다"
"53334437","20241106","F","60대","경기도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","매우 커졌다","비슷하다","조금 작아졌다"
"53334455","20241106","F","50대","부산광역시","700만원 이상","비슷하다","조금 작아졌다","비슷하다","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다","비슷하다"
"53334598","20241106","M","50대","대구광역시","700만원 이상","조금 커졌다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","조금 작아졌다"
"53334828","20241106","M","40대","서울특별시","무응답","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 커졌다"
"53334942","20241106","F","40대","부산광역시","700만원 이상","조금 작아졌다","조금 작아졌다","매우 작아졌다","조금 작아졌다","조금 커졌다","비슷하다","비슷하다","조금 작아졌다"
"53334949","20241106","M","40대","대구광역시","700만원 이상","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다"
"53335561","20241106","M","40대","인천광역시","700만원 이상","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다"
"53335576","20241106","M","30대","강원도","무응답","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","매우 커졌다","비슷하다","비슷하다"
"53335705","20241106","F","30대","전라남도","무응답","조금 커졌다","조금 커졌다","매우 커졌다","매우 커졌다","매우 커졌다","매우 커졌다","매우 커졌다","매우 커졌다"
"53335714","20241106","F","40대","경기도","300이상500만원 미만","비슷하다","조금 작아졌다","매우 작아졌다","매우 작아졌다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다"
"53335987","20241106","M","40대","대구광역시","300이상500만원 미만","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다"
"53336092","20241106","M","50대","경상북도","300만원 미만","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다"
"53336168","20241106","F","30대","충청북도","700만원 이상","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 작아졌다","조금 커졌다"
"53336321","20241106","M","60대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다"
"53336384","20241106","F","40대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53336424","20241106","M","60대","서울특별시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53336499","20241106","M","60대","인천광역시","700만원 이상","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53336543","20241106","F","60대","부산광역시","300이상500만원 미만","조금 커졌다","조금 커졌다","비슷하다","조금 작아졌다","조금 커졌다","비슷하다","조금 작아졌다","비슷하다"
"53336671","20241106","F","20대","경기도","무응답","조금 커졌다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53336796","20241106","F","50대","서울특별시","무응답","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","조금 커졌다","조금 커졌다","매우 작아졌다","매우 작아졌다"
"53337230","20241106","M","30대","충청북도","무응답","매우 작아졌다","조금 작아졌다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다"
"53337521","20241106","M","60대","인천광역시","700만원 이상","조금 커졌다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53337528","20241106","F","40대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53337700","20241106","F","30대","경상남도","500이상700만원 미만","매우 작아졌다","매우 작아졌다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53337765","20241106","F","60대","부산광역시","700만원 이상","조금 커졌다","비슷하다","조금 작아졌다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다"
"53337819","20241106","M","30대","서울특별시","무응답","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53337934","20241106","M","50대","경기도","700만원 이상","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다"
"53337951","20241106","F","60대","경상남도","300이상500만원 미만","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53338306","20241106","F","60대","경기도","무응답","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53338382","20241106","M","50대","부산광역시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53338511","20241106","F","40대","경기도","700만원 이상","비슷하다","조금 작아졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 작아졌다"
"53338568","20241106","M","60대","경기도","무응답","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","조금 작아졌다"
"53338699","20241106","M","60대","경기도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53338981","20241106","F","50대","서울특별시","300이상500만원 미만","매우 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","매우 커졌다","비슷하다","매우 커졌다","조금 커졌다"
"53339213","20241106","F","50대","서울특별시","500이상700만원 미만","비슷하다","조금 커졌다","비슷하다","조금 커졌다","매우 커졌다","조금 커졌다","조금 커졌다","매우 커졌다"
"53339277","20241106","F","60대","경기도","300이상500만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다"
"53339456","20241106","F","50대","대전광역시","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다"
"53339500","20241106","F","30대","경기도","700만원 이상","매우 커졌다","매우 커졌다","매우 작아졌다","비슷하다","매우 커졌다","매우 커졌다","매우 커졌다","매우 커졌다"
"53339675","20241106","M","60대","부산광역시","700만원 이상","매우 커졌다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","매우 커졌다","비슷하다","비슷하다"
"53339839","20241106","F","50대","서울특별시","무응답","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","조금 작아졌다"
"53339869","20241106","F","50대","부산광역시","300이상500만원 미만","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 커졌다","조금 작아졌다","조금 커졌다","조금 작아졌다"
"53339896","20241106","M","50대","경기도","300이상500만원 미만","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다"
"53340083","20241106","M","60대","경기도","무응답","조금 커졌다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다"
"53340128","20241106","F","20대","인천광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다"
"53340372","20241106","F","50대","인천광역시","무응답","비슷하다","비슷하다","비슷하다","매우 커졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53340622","20241106","F","50대","경기도","무응답","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다"
"53340690","20241106","F","50대","충청북도","무응답","매우 작아졌다","매우 작아졌다","조금 작아졌다","조금 커졌다","비슷하다","비슷하다","매우 작아졌다","비슷하다"
"53340823","20241106","M","60대","경기도","무응답","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53340975","20241106","F","30대","대구광역시","500이상700만원 미만","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","비슷하다","매우 작아졌다","매우 작아졌다","매우 작아졌다"
"53341103","20241106","M","40대","경상남도","700만원 이상","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","매우 커졌다","조금 커졌다","조금 커졌다","조금 작아졌다"
"53341176","20241106","M","40대","서울특별시","무응답","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 커졌다","비슷하다","조금 작아졌다","비슷하다"
"53341203","20241106","M","60대","강원도","700만원 이상","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 커졌다"
"53341221","20241106","M","50대","경기도","무응답","매우 작아졌다","매우 작아졌다","비슷하다","매우 작아졌다","비슷하다","조금 커졌다","조금 작아졌다","조금 작아졌다"
"53341355","20241106","F","50대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53341792","20241106","M","30대","경기도","무응답","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다"
"53341858","20241106","F","30대","경상북도","300이상500만원 미만","조금 커졌다","조금 커졌다","조금 커졌다","조금 작아졌다","조금 커졌다","조금 커졌다","조금 작아졌다","조금 커졌다"
"53341935","20241106","M","30대","광주광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","매우 커졌다","비슷하다"
"53342330","20241106","M","50대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53342481","20241106","M","60대","경상남도","300이상500만원 미만","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다"
"53342615","20241106","M","60대","울산광역시","무응답","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 작아졌다","조금 커졌다"
"53342669","20241106","M","60대","경기도","300만원 미만","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다"
"53342683","20241106","M","50대","충청남도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53342717","20241106","M","60대","인천광역시","300만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다"
"53342783","20241106","F","40대","경기도","무응답","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","매우 커졌다"
"53342806","20241106","F","50대","전라북도","300만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53342809","20241106","F","60대","인천광역시","무응답","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다"
"53342824","20241106","M","50대","인천광역시","700만원 이상","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","조금 커졌다","조금 작아졌다"
"53342827","20241106","M","50대","부산광역시","500이상700만원 미만","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다"
"53342930","20241106","M","60대","광주광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다"
"53343014","20241106","M","50대","경기도","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53343084","20241106","M","30대","충청북도","300이상500만원 미만","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다"
"53343123","20241106","F","50대","전라북도","700만원 이상","비슷하다","비슷하다","매우 작아졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","조금 작아졌다"
"53343189","20241106","F","30대","강원도","300이상500만원 미만","조금 작아졌다","비슷하다","매우 커졌다","비슷하다","조금 작아졌다","비슷하다","조금 커졌다","비슷하다"
"53343414","20241106","M","30대","경기도","700만원 이상","비슷하다","조금 작아졌다","매우 커졌다","비슷하다","매우 커졌다","매우 커졌다","조금 커졌다","매우 커졌다"
"53343492","20241106","F","30대","인천광역시","무응답","조금 작아졌다","조금 작아졌다","매우 작아졌다","매우 커졌다","비슷하다","비슷하다","조금 커졌다","조금 작아졌다"
"53343652","20241106","F","30대","서울특별시","무응답","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53343733","20241106","M","50대","경기도","무응답","비슷하다","매우 작아졌다","매우 작아졌다","매우 작아졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다"
"53343765","20241106","F","30대","대전광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53343935","20241106","M","20대","인천광역시","무응답","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다","조금 작아졌다"
"53343969","20241106","M","50대","충청북도","700만원 이상","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53344073","20241106","M","50대","경기도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","비슷하다"
"53344088","20241106","M","30대","울산광역시","700만원 이상","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다"
"53344181","20241106","M","40대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다"
"53344449","20241106","M","30대","경기도","300이상500만원 미만","조금 작아졌다","조금 작아졌다","조금 작아졌다","매우 작아졌다","조금 작아졌다","매우 작아졌다","조금 작아졌다","조금 작아졌다"
"53344802","20241106","M","60대","경기도","무응답","비슷하다","조금 커졌다","매우 커졌다","매우 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다"
"53345331","20241106","M","40대","경상북도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53345359","20241106","M","60대","서울특별시","300이상500만원 미만","조금 작아졌다","매우 작아졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다"
"53345407","20241106","M","20대","경기도","500이상700만원 미만","매우 작아졌다","비슷하다","매우 작아졌다","비슷하다","매우 작아졌다","비슷하다","조금 작아졌다","조금 작아졌다"
"53345409","20241106","M","40대","충청남도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","조금 커졌다"
"53345680","20241106","M","60대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53345724","20241106","M","60대","서울특별시","무응답","비슷하다","조금 커졌다","조금 커졌다","매우 커졌다","매우 커졌다","조금 커졌다","조금 작아졌다","비슷하다"
"53345766","20241106","F","30대","전라남도","500이상700만원 미만","조금 커졌다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53346101","20241106","F","50대","경기도","700만원 이상","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다"
"53346199","20241106","M","50대","서울특별시","무응답","매우 작아졌다","매우 작아졌다","매우 작아졌다","조금 작아졌다","매우 작아졌다","매우 작아졌다","조금 작아졌다","매우 작아졌다"
"53346408","20241106","M","20대","경상북도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","매우 커졌다","매우 커졌다","조금 커졌다"
"53346690","20241106","F","60대","경기도","500이상700만원 미만","조금 작아졌다","매우 작아졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다"
"53346798","20241106","F","40대","전라남도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53346839","20241106","M","30대","경상북도","무응답","조금 커졌다","조금 작아졌다","매우 작아졌다","비슷하다","조금 작아졌다","매우 커졌다","조금 작아졌다","조금 작아졌다"
"53346854","20241106","M","30대","충청남도","무응답","비슷하다","비슷하다","조금 작아졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다"
"53347061","20241106","F","40대","대구광역시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다"
"53347097","20241106","M","20대","대구광역시","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53347713","20241106","M","60대","부산광역시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53347857","20241106","F","50대","충청북도","500이상700만원 미만","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다"
"53347992","20241106","M","50대","경상남도","300만원 미만","조금 커졌다","비슷하다","조금 작아졌다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다"
"53348067","20241106","F","60대","인천광역시","300이상500만원 미만","조금 커졌다","조금 작아졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다"
"53348251","20241106","F","30대","전라북도","무응답","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53348305","20241106","M","40대","제주특별자치도","300이상500만원 미만","조금 작아졌다","매우 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다","조금 커졌다"
"53348402","20241106","F","40대","경상남도","700만원 이상","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","비슷하다"
"53348409","20241106","M","60대","경상남도","무응답","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","조금 작아졌다","비슷하다"
"53348486","20241106","M","50대","서울특별시","700만원 이상","비슷하다","조금 커졌다","조금 커졌다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53348600","20241106","M","60대","대구광역시","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다"
"53348646","20241106","F","40대","전라북도","300만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53348766","20241106","F","30대","경상남도","무응답","비슷하다","조금 작아졌다","조금 작아졌다","조금 작아졌다","비슷하다","비슷하다","조금 작아졌다","조금 작아졌다"
"53348813","20241106","M","60대","울산광역시","700만원 이상","비슷하다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 작아졌다","조금 작아졌다"
"53348875","20241106","M","40대","서울특별시","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다"
"53349083","20241106","F","60대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53349356","20241106","M","60대","경상북도","500이상700만원 미만","비슷하다","비슷하다","조금 작아졌다","조금 커졌다","비슷하다","조금 커졌다","조금 작아졌다","조금 커졌다"
"53349370","20241106","M","60대","대구광역시","500이상700만원 미만","조금 커졌다","비슷하다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53349371","20241106","F","50대","서울특별시","500이상700만원 미만","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","조금 커졌다","비슷하다","조금 커졌다"
"53349381","20241106","F","50대","충청북도","500이상700만원 미만","조금 작아졌다","조금 커졌다","비슷하다","조금 커졌다","매우 커졌다","비슷하다","조금 커졌다","조금 작아졌다"
"53349406","20241106","F","50대","경상남도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","비슷하다","비슷하다"
"53349423","20241106","M","50대","경기도","무응답","매우 작아졌다","매우 작아졌다","매우 작아졌다","매우 작아졌다","조금 작아졌다","비슷하다","매우 작아졌다","매우 작아졌다"
"53349454","20241106","M","40대","경상남도","무응답","조금 커졌다","조금 커졌다","비슷하다","비슷하다","매우 커졌다","조금 커졌다","조금 커졌다","조금 커졌다"
"53349533","20241106","F","60대","경기도","300이상500만원 미만","비슷하다","비슷하다","조금 커졌다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 작아졌다"
"53349572","20241106","F","50대","서울특별시","700만원 이상","조금 커졌다","조금 커졌다","비슷하다","매우 커졌다","조금 커졌다","조금 커졌다","비슷하다","비슷하다"
"53349587","20241106","F","60대","경기도","300이상500만원 미만","비슷하다","조금 커졌다","조금 작아졌다","조금 작아졌다","비슷하다","조금 작아졌다","비슷하다","조금 작아졌다"
"53349748","20241106","F","50대","서울특별시","700만원 이상","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53349859","20241106","M","50대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다","비슷하다"
"53349964","20241106","M","60대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
"53350198","20241106","M","40대","경기도","500이상700만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","조금 커졌다","비슷하다","조금 커졌다","비슷하다"
"53350470","20241106","F","60대","경기도","300이상500만원 미만","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다","비슷하다"
